text,label
owner fox news prince alwaleed bin talal said strong american government good u,fake
compared president obamapresident reagan rushed home santa barbara vacation reagan ranch korean jetliner shot air russian,fake
weve murder connection lax border security,fake
say gov rick scott cut nearly million mosquito control closed state mosquito research lab year ago,fake
halliburton defrauded american taxpayer hundred million dollar iraq,real
george bush used signing statement fema bill say dont follow unless choose,real
president obamas american recovery reinvestment act fancy name almost trilliondollar spending bill arra supposed fix crumbling road bridge absolutely nothing show,fake
say jersey shore folk theyre new york,real
say gov pat mccrory tried cut education funding lowest budget share year,real
iraq costing household month,real
every dollar county get tax new development cost u percent provide service,real
wisconsin school subpar score department public instruction recent report card failing child serve,fake
president barack obama first president history cut medicare billion,real
spend money antacid politics,fake
prosecutor brought indictment texas gov rick perryhas tie obama tie democrat,fake
say fulton county government hasnt raised millage rate since,real
say new mandate already reducing fulltime employment,fake
people constitutional right semiautomatic rifle,real
say planned parenthood ceo cecile richards forced concede percent planned parenthood revenue abortion,fake
say jeb bush said lowincome woman get life together find husband,real
city nelson ga quieter mayberry,real
say republican rep charlie dent want kick freedom caucus republican conference voting conscience,fake
like donald trump david jolly want outlaw woman right choose,fake
restore act started effort dedicate much bp fine money possible towards gulf coast restoration could steer money place like great lake west coast,real
hispanic elected statewide texas republican ticket democratic ticket,real
city richmond built second richest team nfl million stadium,real
u unemployment rate massaged doctored,fake
pinellas county voter elected chief financial officer elected governor four year ago,real
house representative fails extend middleclass tax cut middleclass rhode island family see federal income tax increase,fake
state revenue projection missed mark month month,real
hillary baby bond proposal would give million baby born u year totaling billion per year multiplied four year billion,fake
say son targeted facebook outofstate protester,real
say president barack obama said normalization cuba would first require liberation political prisoner basic step toward freedom including freedom press political party labor union,real
president said national security threat facing america top one global warming,fake
currently ability vet people referring syrian refugee,fake
roy cooper refusal job costing taxpayer money,fake
today import triple amount oil day senator mccain took office,real
conservative voting record,real
foreign aid make percent entire budget,real
ohio lost job march state nation,real
lean finely textured beef proper name pink slime safe widely used product,real
say sen mitch mcconnell recipient contribution lobbyist cycle,real
mccain still think okay woman dont earn equal pay equal work,fake
say romneyryan budget american opportunity tax credit college tuition would eliminated,real
city san antonio reuses almost percent water know much city austin reuses percent thats right better,fake
pension system one country thats percent funded,real
almost million child health insurance state,real
republican still want privatize social security fact whole idea turn social security trust fund wall street,fake
oshaughnessy even voted personal stimulus package taxpayerfunded pay raise,fake
say thom tillis refuse say combat isi,real
legal prescription drug statistically kill people year documented death due marijuana,real
new jersey network news station cover new jersey government,fake
say bill white gay marriage,fake
im one who fought developer draining everglades,fake
austin murder rate whopping percent,fake
four percent american citizen black male percent murder victim,real
wisconsin woman paid cent dollar man job,fake
say marco rubio voted every bill would helped keep family safe even voted bipartisan measure introduced republican prevent people nofly list purchasing gun,fake
last time saw chevrolet japan doesnt exist folk,fake
fbi involved investigation people rio grande valley using cocaine buy vote,real
eliminating state tax health saving account make easier small business owner provide health insurance employee,fake
isi right crucifying christian iraq literally nailing christian tree,fake
u global aid spending helped reduce political instability violence percent recipient nation,fake
childrens defense fund rated mccain worst senator congress child,real
say four texas legislator voted law giving instate tuition rate certain illegal immigrant,real
cia paid two psychologist million develop run torture program,real
proposal reduce deficit involved large tax cut top bracket,real
rob cornilles support privatizing medicare,fake
action gov scott walker republican wisconsin dead broke,fake
resigning texas railroad commission,fake
harry reid voted use taxpayer dollar pay viagra convicted child molester sex offender,fake
bushera tax cut expire schedule budget close balanced four year,fake
democratic health care law added year solvency medicare,real
resigned announced resignation abolished prohibited paytoplay people county state contract,real
say glenn grothman pushed state tax credit phased someone owns factory produce million income pay less tax nephew would worked full time taco bell minimum wage,real
marco rubios economic proposal add trillion federal deficit,real
ohio half provider safe legal abortion shut since gov john kasich took office,real
say nearly half oregon child poor,real
john mccain changed position invading iraq,fake
wisconsin us voting machine outlawed illegal,fake
say justice elena kagan recused many case little role solicitor general simply appearance conflict interest,real
georgian signed obamacare state lost health insurance,real
whether he relationship vladimir putin,fake
dane county executive kathleen falk raised property tax million dollar every year approved second highest increase state,real
oregon woman earn average cent every dollar men earn job thats wrong,real
mcginty previously told local community newspaper native philadelphia found alarming undercurrent misinformed people part state outside philadelphia pittsburgh,fake
russian annexation crimea remove million resident ukraine provided margin victory viktor yanukovych promoscow prime minister last election,real
chinese last year probably stole billion inintellectual property united state,real
million people moved georgia past two census count majority consider africanamerican latino asianamerican,real
broward republican executive committee liberal league woman voter guide removed broward supervisor election website,real
mccollum admitted didnt think subprime mortgage crisis big deal telling reporter thought subprime collapse exaggerated medium investor end world,fake
say million people country cant find fulltime job million cant see doctor theyre sick million people need government help feed million family owe value home,real
reform every insured american get valuable consumer protection every uninsured american become insured,real
isi lure woman kitten nutella,fake
say governor utah worked state legislature create flat tax cut income tax percent,fake
weve seen deficit cut twothirds,real
industrialized nation relies heavily forprofit medical insurance industry provide basic health care,real
say damascus disincorporation would produce significant tax saving,fake
republican fought protect tax loophole corporation send job overseas,real
doctor opt obamacare exchange,fake
say panasonic stayed new jersey business retention relocation assistance grant brrag program,fake
say rick perry guy tracked democratic legislator fled texas,fake
say sen john mccain told dreamer hell support dream act voted,real
cant read speech george washington without hearing reference god almighty,fake
sarah palin year elected office experience,real
scientist project arctic icefree summer,fake
say bobby jindals parent used birthright citizenship become american making anchor baby,fake
wisconsin bill minor offense violating pet leash law seat belt law parking infraction etc would arrestable offense,real
incoming republican freshman class well ordinary group nearly half roughly member never served elective office,fake
since fed created u dollar lost purchasing power,real
think came florida one time werent actively fundraising,fake
poll show majority catholic favor marriage equality,real
youve got building cayman island supposedly house corporation thats either biggest building biggest tax scam record,real
texas home million latinas state never elected latina congress,real
palin supported rightwing extremist pat buchanan president,fake
know thing first hit signed declaration emergency six county directly affected impacted panhandle extended long thereafter sarasota county,real
campaigned proposal budget repair bill wisconsin throughout election anybody say shocked asleep past two year,fake
say rick scott took campaign contribution company profited pollution,real
ending war iraq gov romney said tragic mistake left troop,real
president barack obamas spending drove u trillion deeper debt,real
say rep justin amash vote democrat republican,fake
florida new fingerprint identification system improving rate solving cold case percent,fake
first time decade business leader around world declared china longer world place invest america,real
coal reserve united state oil reserve saudi arabia,real
say new jersey lost privatesector job democrat increased tax fee regulation state spending,real
house health care bill pay six year program decade revenue heaviest cost concentrated second five year,real
police officer state right check immigration status people arrest,real
say donald trump position isto roll back financial regulation passed financial crisis,real
house bill never public hearing,real
say gov scott walker made million cut job training program wisconsin technical college,real
also voted percent time republican oregon legislature,fake
say gary farmer claim received nra absolute lie,real
since president obama took office gas price gone percent,real
say austin mayor steve adlers transportation plan linked proposition ballot remove mile traffic lane around city replacing lane dedicated usage bicycle bus,fake
alexander hamilton immigration hawk,real
federal government borrows billion every day,real
child born america today inherit million debt moment theyre placed mother arm,real
jerseycomeback keep rolling thanks govchristie nj lowest corruption risk state,fake
republican budget proposal would wisconsin weakest standard teacher classroom country,real
u spends money military biggest military budget world combined,real
say picture posted facebook man posing front five decapitated human head one subhuman mongrel president set free,fake
louisiana get one single penny gulf coast offshore oil revenue,fake
city hasnt stadium thats lasted year,real
say broken compact fluorescent light bulb allegedly cause migraine epilepsy attack,fake
local version amendment taxpayer st pete beach pay hundred thousand legal bill,real
say austinites voted city election featuring mayor race city recent mayoral election,real
say president obama proposing pinprick strike military intervention syria,fake
sunshine state hardly solar energy production,real
two million new job created california since,real
hillary main extracurricular activity law school helping black panther trial connecticut torturing killing federal agent,fake
nearly percent woman use birth control family planning,real
th nation graduation rate,real
ilana shafran mandels stake forest city enterprise constitutes significantly less percent company share implication conflict interest legally incorrect,real
already pay highest electricity price country new england,real
epa official commended koch industry commitment cleaner environment called u model company,fake
africanamerican country today likely net worth percent white family,real
state rhode island worst statefunded pension country,fake
university wisconsinmilwaukee student per faculty member tied secondlowest history since,fake
obama plan tax increase everyone earning year,fake
health care bill subsidize family four make year,real
given unused travel expense year supplement school system general budget,real
say u rep connie mack took seven half year finish college,fake
perstudent k state funding portland public school dipped school year school year,real
koch brother richest people world individually theyre fifth put together theyre richest world,real
eliminating earmark reduce spending,real
say contraception plan cheaper easier sen mark udalls,fake
minimum wage risen last two year thats percent,fake
scott maddox run losing campaign florida available cabinet position,fake
hate crime american muslim mosque tripled paris san bernardino,real
health care premium percent new hampshire,fake
wisconsin bill grant drug company medical device manufacturer immunity injury death caused product,real
federal law requires hospital treat people whether pay someone doesnt health insurance go hospital get free care,fake
texas high school graduation rate went th country second highest country,fake
palin support aerial hunting wolf wildlife,real
say bill hb would prevent use taxpayer dollar abortion,fake
kid take sat state nation mean high percentage kid take sat,fake
atlanta since seven deadly sin mandatory minimum sentence took effect violent crime rate dropped percent,real
natalyn archibong skipped atlanta city council meeting late time voted pay raise,fake
keep tax low cut opponent raise,real
greg abbott head party whose platform call repeal voting right act,real
weve got average soldier committing suicide thats day,real
providence economic development partnership cicilline chaired loaned taxpayer fund one campaign worker worker never paid back loan,real
say health care reform bill paid part taking money student student loan system,real
u rep scott rigell want gun owner federal registration system,fake
obama campaign tactic rallying voter offer cell phone,fake
need pas carbon tax stop climate change break wall street bank stop government spying innocent american cory booker doesnt support idea,real
romneys record raised tax million,real
ten time republican candidate president enough delegate claim nomination party convention seven time somebody leader delegate selected nominee party,real
say tax revenue lowest since world war ii,real
new jersey alone home state facing tenandahalf billion dollar shortfall fiscal budget mean cut state local spending education mean kid hurt,fake
true since he president execution iran increased four time,fake
lot study seem indicate minor find easy get marijuana easier get alcohol,fake
american receive food aid work private sector,fake
federal government trillion cash flow pay bill wont default,real
percent teacher principal implicated atlanta public school cheating scandal report,real
say kelly ayotte voted fix background check,real
say sued obamas epa seven time,real
small staff still fewer decade ago yet caseload like court grown,real
repealing replacing obamacare thats going save trillion year period,fake
federal official level currently allowed say merry christmas,fake
reporter rehearse question white house press secretary,fake
small business entrepreneurship council ranked ohio th nation st midwest overall business climate,real
amendment health care law said federal government going take education,fake
people hopeless sixty percent population percent population wanted live somewhere else time left percent wanted stay,fake
million pot money redistricting issue including defending redistricting lawsuit tax dollar spent anything like,fake
new state budget floridian sent u billion less funding,fake
child die agricultural job industry,real
year best privatesector job growth since,real
epa want hire new government regulator cost taxpayer billion,fake
rob portmans plan tax slash privatize social security would devastate ohioan,fake
poll show american overwhelmingly opposed obamacare especially individual mandate,real
spending increase tax cut major cause federal budget deficit,real
say new jersey billion horse racing industry employ individual ensures preservation acre horse farmland,real
baucus health care bill would drastically restrict use flexible spending account fsas order help pay health care reform,real
president obama said jobless rate would passed stimulus percent,fake
federal government sending refugee state governor republican democrat,fake
first time texas history fourth time united state history two woman running top spot,real
started health care debate year ago percent american people health insurance percent percent happy,real
stood national guard reserve kept standing till received health care deserved,real
creating job umatilla county impact job metro region,real
president decided move forward executive action immigration said numerous occasion didnt constitutional power take,real
scott walker raise nearly percent money state,fake
since january new jersey added new private sector job last two year best two year private sector job growth since,real
ninety percent american want background check system strengthened expanded cover gun sale,real
tell david cicilline percent carbon emission want get rid caused nature,fake
already mosque four block away,real
barack obamas plan government would spend trillion,real
mike madigan made fortune tax appeal saving friend million inside game played people like merry marwig madigans handpicked candidate marwig thought property tax high got lowered expense saved much marwig madigan profiting corrupt system,fake
started whole year senior university illinois football team led team interception tackle defensive back,fake
handel endorsed gay adoption running chairwoman fulton county commission,fake
weve excluded lobbyist policymaking job,fake
major country earth doesnt guarantee health care people right,real
obama regime planned influx illegal alien child border,fake
every engine manufacturer united state state texas,fake
data violent crime show wisconsin become less safe scott walker took office,fake
say oregon limited budget growth rate population growth plus rate inflation state allfunds budget would billion today billion,real
medicaid spending declined percent second decline year,real
government spent million teach chinese prostitute drink responsibly,real
people five seven time likely murdered workplace allow firearm prohibit,real
despite donald trump claim werent people turned phoenix see trump speak,real
medicare spends billion year subsidy insurance company,real
say fatherinlaw former gov linwood holton integrated virginia public school,real
think little less half people prison less year people check kiters dont pay child support locking state pen,real
donald trump say mexican rapist,fake
say murder chief cause death pregnant woman,fake
bush administration pulled troop afghanistan pulled resource away wanted invade iraq instead,real
al franken said almost exactly trump said john mccains military record,real
elena kagan new york city radical marxist lawyer,fake
president obamas refusal grant permit offshore drilling one reason gasoline price soaring,fake
bill mccollum accepted thousand lobbyist planned parenthood,fake
federal prosecution lying background check buy gun percent president barack obama,real
proposed fee rhode island beach still less town beach,real
tim kaine reduced higher education funding percent governor driving tuition,real
marco rubio supported astroturf field played flag football,real
united state currently highest corporate tax rate world,real
net immigration mexico last year zero factcheck,real
say bernie sander largely reliable supporter nra,fake
jim put u first serving month iraq war longest tour,fake
charlie crist florida lost job unemployment rate increased percent percent,real
billion surplus,fake
every percent increase number ohioan bachelor degree mean economic activity growing next year year thereafter billion dollar,real
mitt romney governor massachusetts debt per person state country,real
say there much evidence suggest people contributed global warming much change anything,fake
bill supported gov scott walker make drunk driver kill easier time,fake
make average amount people wisconsin got less week tax state incometax cut didnt show paycheck,real
closing state wage gap would make billion difference missouri woman,real
childrens safety potentially risk nearly half apple juice consumed child come apple grown china,real
said two year ago fannie freddie thing serious problem work,fake
alqaida grown fourfold five year,real
lifespan average american less people nation spend far less health care put bluntly spend die sooner,real
president barack obamas judicial appointment georgia region drafted secret vetted legal group among president supporter,real
israel per caput income greater probably threefourths rest world,real
average republican voter think revenue part deal,real
vegan spare animal every year,fake
u go plane graveyard museum get part yearold jet fighter sell new jet country,real
u house member voted overhaul social security reelected,real
come taking cut tough budget time wisconsin state worker havent sacrifice,fake
poor people go payday lenderand pay percent interest,real
twentysix men named william elected statewide office seven woman honor,real
oregon sixth highest combined death tax rate country,fake
maggie hassan raised tuition making highest america,fake
year since supreme court vacancy nominated confirmed election year long tradition dont election year,real
turnout may th percent lowest turnout decade,real
state gop ticket say top priority careerlong mission outlaw abortion case ban common form birth control,fake
top man yale law school came raging report former hp ceo carly fiorinasaying isone worst executive memory history running company,real
richest percent america get bigger tax cut bill family income average family central texas,real
muslim army useless isi isi fighter country surrounding isi army totaling million people,real
oil company showered regulator mineral management service gift favor essentially allowed conduct safety inspection write regulation,real
well young people ohio massachusetts california,real
say engaged political process past decade,fake
say federal government mandate transexual sic homosexual grabbing child strangerdanger zone name airport security,fake
weve got highest corporate tax rate world,real
one third age group millennials moved back parent,real
running senate jim webb retires,real
totally war iraq,fake
state employee wisconsin earn percent less worked private sector,fake
million stimulus allocation wisconsin led creation ten thousand job every corner state,fake
every florida teacher get pay raise,real
republican created trillion dollar prescription drug entitlement program without paying,real
say scott bruun still belief old direction george bush privatize social security,real
disney looking build disney world came miami told disney take hike,fake
socalled defense minister people republic donetsk actually posted bragging social medium posting shot military transport became apparent civilian pulled social medium,real
student worked minimumwage summer job could afford pay year full tuition year public university choice,real
bruce rauner record fully support trump candidacy documented available,real
say donald trump economic agenda imposing massive tax american people percent tax hike giant tariff,real
one percent american people make percent income america wasnt way george bush became president,real
midterm election spending left right equal,real
say mike huckabee appeared diabetes infomercial endorse cure treatment health agency support,real
say donald trump singlepayer health care system,real
say rejecting expansion medicaid new law georgia depriving veteran health care coverage,real
iranian mullah took american hostage held american hostage day one hour released one hour ronald reagan taking oath office,fake
say marco rubio didnt show vote bill sanction hezbollah,fake
last couple day notice sent official ukraine jew one city indicating identify jew,fake
say administrator salary increased school employee left behind,real
say north carolina republican senate candidate thom tillis support plan would end medicare know,fake
barack obama want nearly double capital gain tax increasing tax mutual fund k policeman fireman nurse,real
rep bob goodlattes balanced budgetamendment require balanced budget,fake
house republican appropriation bill million senior deprived meal,real
say study show child live biological parent parent boyfriend girlfriend time greater chance sexually abused,real
changing rule filibuster presidential nominee,fake
always supported civil union,fake
katy freeway interstate west houston widest freeway world lane including frontage road lane,fake
jeff greene moved california florida last two year fact would legally allowed run statewide office lived long enough meet residency requirement,real
say new start passed clinton secretary state treaty cutting russia nuclear arm,real
didnt support sonia sotomayor,fake
say texas house record number new member joining rank,real
percent firearm dealer inspected noncompliant federal law percent inspected dealer license revoked,real
say yet salem traditionally waited money almost gone pay important thing state budget,fake
last year spent billion highway lord know need thats spent amtrak entire year history,real
year ago march called immediate action address abuse subprime market laid detailed concrete proposal,real
measure repeal state prevailing wage law would make easier state contractor hire illegal worker wisconsin construction job illegal worker loophole state budget,fake
congress funded half wall mexico united state,real
since december florida created new job,real
say georgia democratic senate hopeful michelle nunn support higher tax,fake
time barack obama said authority implement type antideportation measure day signed law said quote changed law,real
republican challenger bill flores never voted general election district,real
say middleclass new york state resident lowest tax rate year,real
child witness domestic violence twice likely commit,real
passed obamacare put bailout fund obamacare led effort wiped bailout fund,fake
one voted iran deal,fake
say last decade state population grew three time faster texas state tax system,real
took worst road system country according trucker magazine left said improved road system country,real
already wisconsin seen fewer people pursuing education career due act collective bargaining law,fake
forty cent every dollar spent federal government borrowed child,real
borrowing cent every dollar spend,real
national debt plus unfunded liability add per american household,real
secretary state hillary clinton laundered money bill clinton laureate education bill clinton honorary chairman group,fake
say except foreign policy ron paul voting record voting record virtually identical,real
fourth amendment fought revolution john adam said spark led war independence,real
next two year billion deficit cost individual wisconsinite family four,fake
obamacare costing million job,fake
banned talking bill ayers presidential campaign,fake
say gwen graham washington lobbyist,fake
america lost nearlyone third manufacturing job since following enactment disastrous trade deal supported bill hillary clinton,real
mayor angel taveras providence bond rating downgraded bbb two step junkbond status,real
say year approximately people united state die result gunfire people wounded,real
washington liberal wanted take away gun chet said,fake
say alex sink supported higher property tax,fake
senate health care bill would leave million people without insurance coverage,real
two election row waukesha county clerk kathy nickolaus screwed counting vote,fake
eighth nation job creation midwest,real
say could saved cost building powell butte water reservoir,fake
secretary department energy former president bill clinton created reserve home heating oil,real
say hillary clinton wantsillegal immigrant collectingsocial security benefit,fake
wisconsin one highest taxed state nation,real
say health care reform one every three health care dollar spent billion year didnt go health care,real
fewer black latino men participate labor force compared young white men,real
say statewide elected official speak favor federal guest worker plan republican party texas convention,real
obamas economic plan creates new government job thats size post office work force,real
today marijuana percent percent potent pot yesteryear,real
say florida u rep corrine brown alcee hastings frederica wilson socialist,fake
say roughly twothirds state corporation didnt pay income tax virginia,real
marco rubio spent k tax dollar remodeling office building membersonly lounge,real
supporting eventual republican presidential nominee,real
say state rep diana maldonado round rock us craigslist hire campaign block walker,real
say ken cuccinelli attacked church helping poor,fake
american killed mass shooting alone,real
say new hampshire budget ended million surplus republicanled budget million deficit,real
weve doubled use renewable energy,fake
royalty foroil energy source secondlargest revenue source federal government irs,fake
gas reach gallon capandtrade plan,fake
buried affordable care act huge government bailout,real
bundy ranch deal nevada sen harry reid using federal violence take people land state package resell chinese,fake
proposed budget would cut deficit half end first term,real
say marco rubio proposing new trillion welfare program tax credit trillion new military spending,real
irs filed lien allen west back tax three lien placed home unpaid bill judge ordered west pay past due credit card bill,real
oil spill claim filed floridian percent paid,real
u attorney wound putting percent state legislature jail seven year,fake
gop health care plan would allow health insurance company continue engaging unfair discriminatory practice like denying coverage people preexisting medical condition,real
say u sen ron johnson want put troop including american area isi,real
ted cruzs tax plan business pay percent money make also pay percent money pay employee,real
say gov chris christie decision close elizabeth mvc saved money,fake
say sean duffy noshow ashland county district attorney campaign trail,fake
illegal immigrant state theyre costing u billion dollar theyre taking legal resident job,real
throughout time elected office barack obama taken multiple position banning handgun dc handgun ban,real
nearly three week since president commented question possible hidden wait list veteran hospital,real
congressman paul introduces numerous piece substantive legislation year probably single member congress,real
state department official actually directed contract haitian recovery earthquake friend clinton,fake
tax policy center found romney would raise tax average middle class family pay trillion tax cut millionaire billionaire,real
corporate income tax accounted percent federal tax revenue today despite recordbreaking profit corporate tax bring less percent,real
gov scott walker halfway job goal,fake
sixty percent american support legalizing marijuana,real
mayor said happen country undocumented status welcome want well protect,real
public financing campaign,fake
say mitt romney plan fire big bird,fake
health insurance premium almost doubled since,real
ive four campaign done negative campaigning,real
disagreement need action government recovery plan help jumpstart economy,fake
job solar oil,fake
obama health care people,real
historically social security tax assessed u income capture there growth income among highest earner,fake
obama chair subcommittee europe he held one substantive hearing oversight,real
billion would added deficit keep cut people highest income,real
discussing attack u consulate benghazi libyams rice say terrorist attack put whole thing video,fake
since taking office president obama signed law spending increase nearly percent domestic government agency percent increase include failed stimulus,real
said republican made historic gain state legislature last month election,real
ocean become percent acidic,real
u unemployment among people age percent year high,real
standpoint county government neither school system received increase funding past six year,real
jesus undocumented immigrant,fake
economic development commission executive director keith stokes sent letter said taxpayer never hook bond studio,real
florida legislature raised tax fee almost billion session,real
romneyryan plan medicare affect benefit anyone older,real
candidate pocketing big money people want destroy coal mitch mcconnell,fake
atheist country right jew muslim hindu buddhist combined doubled,fake
extra million american projected join state medicaid program next year,real
say getting excons successfully return society important always faced constantly recidivism big problem penitentiary today percent range,fake
average person pay year rep paul ryans medicare proposal,real
candidate governor roy barnes fighting hard let illegal immigrant vote,fake
economic stimulus,real
long served first time every single solitary decision required senator,fake
say milwaukee county district attorney candidate verona swanigan worked prosecutor,fake
say someone earning year fare better plan current tax system,fake
obama said individual mandate wasnt tax,real
eleven state complete legislative session within three calendar month another five meet biennially,real
aclu filed suit end prayer military completely,fake
gov crist never wavered support second amendment right bear arm,real
say ohio job training program spread across state agency,real
nonpartisan congressional budget office concluded obamacare cost u job,fake
percent tax rate called president barack obamas proposed buffett rule lower prescribed tax rate millionaire already millionaire people making,real
say texas rank first execution among state,real
overall fact illegal immigration actually getting worse,real
say obama broke promise help homeowner facing foreclosure,real
republican redistricting plan cut democrat nancy nusbaum state senate district half block,real
say president barack obama responsible pending defense cut,real
sayspresident obama using executive action impose gun control nation targeting topselling rifle country ban one mostused assault rifle bullet,fake
connecticut fifth toughest gun control law country including assault weapon ban ban different weapon,real
say ratio ceo pay average worker pay u,fake
democrat plan raise tax rate percent,fake
chris coon marxist belief,fake
u supreme court traditionally asked lot question oral argument,real
mccain hired biggest lobbyist washington run campaign,real
hillary clinton state department sent three comedian india make chai war tour,real
wanted keep private dont think anybodys business want send money vet,fake
president first major foreign policy speech cairo apologize country,fake
opponent contribution investigated federal government,fake
say state people welfare employed,fake
isi michael bennet chose washington insider general,fake
declaring pluto longer planet international astronomical union put place planetary definition would even declassified earth planet existed far sun pluto,real
failing civil service encouraged system make difficult fire someone even gross misconduct,real
america one highesttaxed nation world,fake
say cnns wolf blitzer wrong say wealthiest american pay tax already percent american dont even pay federal income tax,fake
republican alternative health care plan still let insurer raise premium four time faster wage,fake
shocking veteran committing suicide every day especially older veteran,real
u rep paul broun authored legislation adopted congress,real
republican presidential nominee hasnt woman since,real
import oil today ever,fake
invested record funding protecting environment,fake
common core mean data element government going collecting child,fake
hillary clinton want raise tax trillion dollar,real
senate passed budget three year good budget bad budget budget,real
scott walker cut million university spend million pro basketball stadium,real
u military country base around world,real
say president barack obama first president weve ever think choose law enforce law ignore,fake
fact oil spill tanker far common rare leak rig pipeline,real
public display long rifle perfectly legal texas,real
twothirds economy consumer economy,real
national debt low since world war ii,fake
say gov rick perry spending texan hardearned money live like louie xiv,fake
public support abortion actually going little bit poll show,fake
say goldman sachs ceo said congress would cut social security medicare medicaid give huge tax break wealthy large corporation,real
say scott brown cosponsored legislationto let employer deny woman coverage formammograms,fake
congressman langevin took office gas around per gallon near per gallon,fake
milwaukee county government debt burden,real
changing rule governing judicial conflict interest,real
jim marshall vote liberal washington arent fooled,fake
u change income top bottom,real
ratio people working government working manufacturing today almost exact reversal situation,real
union membership go middle class wage,real
thanksgiving christmas th july every year iran celebrate death america day,fake
iran might superpower threat government iran pose anything tiny obama say,fake
romneycare model obamacare,real
tell madeleine albrights position war iraq wouldnt surprised supported,fake
say fort hood near killeen texas largest military installation free world,real
health care premium consumer doubled since,real
last night general assembly oclock percent business done really didnt latenight session holding one bill,fake
say virginia economic development official decided didnt want bid company electric automobile plant,fake
fahrenheit came bush approval rating never better got worse,fake
border security effort led percent decrease border crime,fake
rubios tax swap proposal would massive tax increase,fake
birthright citizenship illegal immigrant,fake
former atlanta public school superintendent beverly hall left school district significantly better found,fake
marco rubio think government shouldnt health care business,fake
department education official investigating virginia tech shooting gotten car driven blacksburg talk police chief university president anyone else,real
quarter worker make per year,real
one reason believe trouble yemen lost population drone strike issue thats stirred population thats happening yemen,real
baby aleading cause poverty spell united state,fake
currently intelligence community collect business record lawabiding american connection terrorism,real
able go buy automatic weapon people go buy automatic weapon,fake
say ive proven right hillary clinton radical call open border meaning anyone world enter united state without limit,fake
ed gillespie firm even lobbied five foreign government including dictator awaiting trial war crime,real
say people supported campaign volunteer donor advisor endorser,real
new jersey loses net minus come state student year,real
twothirds wisconsinite receiving unemployment check required search work due current work search exemption,real
would create thousand job colorado keystone pipeline built,fake
say flood nonmexicans apprehended border people coming state like syria substantial connection back terrorist regime terrorist operation,fake
saysgov john kasich incorrectly claimed ohio economy th nation took office sixth nation term economic job growth,fake
obama administration actively supporting al qaeda iraq terrorist group became islamic state,fake
tell enhanced interrogation technique since banned administration specifically waterboarding work,fake
never filibusterproof senate,real
percent sale nationally made without background check,real
say new financial service law requires regulatory filing,real
ronald reagan amnesty,real
say onethird healthcare dollar go wasteful insurance billing bureaucracy,real
people running budget corzine year decided steal unemployment trust fund governor simply dont havent done wont permit,fake
whether amendment pass medical use marijuana federal criminal offense,real
say got lobbied woman latestage cancer vaccinating texas girl virus cause cervical cancer,fake
illegal immigrant mow grass around texas capitol,fake
president obama declared disaster state year,real
senator obama voted time either increase tax tax cut,fake
first favor plan he attacking,real
approval united state point higher hillary clinton left secretary state office took,real
plan raise tax making least,fake
state georgia lost percent employee last year percentage risen past three year,real
mark sharpe lowered property tax percent,fake
medium never show crowd,fake
percent republican support affordable care act,fake
president obama told people skip coming la vega convention meeting,fake
koch brother one biggest polluter country,real
mccain bush favor tax break oil company,fake
kid cant openly celebrate christmas pray school,fake
nearly resident born abroad,real
across united state percent voting age african american photo id bill would require,real
five state including georgia hate crime law,real
despite administration telling u health care reform going reduce health care cost acknowledge going dramatically increase health care cost,fake
president obama increased federal workforce individual percent since he taken office weve lost million job,real
state employee havent received raise five six year,real
said planned parenthood early objective help kill black baby came world,fake
science certain measles vaccine doesnt cause autism,real
air traveler cant get plane united state without someone background check,real
say missouri need voter id law there people state missouri convicted type voter fraud,real
former federal reserve chairman alan greenspan justified increasing spending cutting tax saying didnt really need pay debt,fake
welder make money philosopher,fake
money department citrus paid citrus grower dont save dollar eliminating department citrus,real
harry reid voted give special tax break illegal alien,fake
epa tried define puddle drainage ditch farm navigable water thus subject massive environmental regulation,fake
deregulation state telecommunication industry create job wisconsin,fake
member iraq study group either fired quit important commission trying figure way forward iraq,real
year enough muslim voter u elect president,fake
webster sponsored bill create form marriage would trap woman abusive relationship,real
sweetheart deal member congress thanks obama administration going people america get subsidy obamacare exchange,fake
highest perpupil cost country,real
say romney wrote first edition book health care plan expanded nationwide took book,fake
let say republican take away half delegate theyre worth iowa new hampshire almost south carolina combined,real
u census belief majority american use spanish first language,fake
national science foundation spent million paying senior play world warcraft study impact brain,fake
half child struck car near school hit parent driving child school,fake
say bernie sander said instead removing condition make people depressed modern society give antidepressant drug,fake
team he rooting world series,real
group organized texas muslim capitol day austin recently listed one organization designated terrorist group united arab emirate,real
shooting dallas policeman nearly people applied day,real
people work longer hour lower wage almost new income go top percent,real
say mitch mcconnell pushed wall street bailout u senate called senate finest,real
weve brought trade case china nearly twice rate last administration,real
obamas budget plan family making going lose mortgage deduction charitable deduction,fake
obama experience background national security affair,fake
american spend billion hour year tax preparation,real
martin luther king jr republican,fake
job last year threequarters actually according bureau labor statistic auto job ohio,real
ohio losing family farm year pay inheritance tax,real
beyonce jay z like like get bigger crowd true get far bigger crowd,fake
reason allocate percent bridge space satisfy two percent traveler,real
according government supplier emergency product disaster assistance response team told prepared activated month october outbreak ebola,fake
